transaction_id,line_id,category,quantity,net_sales,margin
77586,77586-L1,Hair Care,1,11.22,3.42
77586,77586-L2,Body Care,1,4.13,1.26
77586,77586-L3,Baby,1,8.23,2.51
77594,77594-L1,Household,1,12.23,3.68
77594,77594-L2,Make-up,1,10.11,3.04
77642,77642-L1,Oral Care,1,66.21,24.43
77623,77623-L1,Household,1,14.23,5.3
77623,77623-L2,Skincare,1,37.45,13.96
77641,77641-L1,Personal Care,1,41.47,14.21
77641,77641-L2,Household,1,11.28,3.86
77643,77643-L1,Skincare,1,22.56,8.35
77643,77643-L2,Personal Care,1,27.76,10.27
77643,77643-L3,Make-up,1,15.06,5.57
77626,77626-L1,Skincare,1,44.9,16.18
77655,77655-L1,Household,1,59.56,21.95
77706,77706-L1,Personal Care,1,33.28,9.17
77706,77706-L2,Body Care,1,26.36,7.27
77766,77766-L1,Body Care,1,23.7,6.53
77698,77698-L1,Body Care,1,41.63,11.54
77774,77774-L1,Body Care,1,30.38,7.62
77740,77740-L1,Baby,1,41.0,11.26
77699,77699-L1,Skincare,1,10.58,2.89
77699,77699-L2,Oral Care,1,27.7,7.56
77854,77854-L1,Baby,1,17.11,3.53
77854,77854-L2,Hair Care,1,20.11,4.15
77836,77836-L1,Oral Care,1,15.88,3.26
77836,77836-L2,Baby,1,3.76,0.77
77829,77829-L1,Hair Care,1,9.21,1.9
77829,77829-L2,Baby,1,7.83,1.62
77829,77829-L3,Household,1,10.93,2.25
77884,77884-L1,Oral Care,1,8.97,1.83
77884,77884-L2,Make-up,1,19.72,4.03
77856,77856-L1,Skincare,1,30.52,6.17
77896,77896-L1,Household,1,28.91,5.86
77924,77924-L1,Personal Care,1,43.86,14.51
77910,77910-L1,Hair Care,1,54.16,17.92
77903,77903-L1,Body Care,1,62.27,20.67
77927,77927-L1,Household,1,43.21,13.39
77912,77912-L1,Hair Care,1,48.09,15.94
77922,77922-L1,Household,1,37.95,12.59
77954,77954-L1,Make-up,1,26.8,7.97
77977,77977-L1,Hair Care,1,16.43,4.85
77978,77978-L1,Skincare,1,31.18,9.25
77955,77955-L1,Body Care,1,6.12,1.82
77955,77955-L2,Hair Care,1,5.85,1.74
77932,77932-L1,Make-up,1,12.47,3.73
77932,77932-L2,Oral Care,1,9.55,2.85
77966,77966-L1,Personal Care,1,14.58,4.0
77994,77994-L1,Personal Care,1,15.82,4.95
78001,78001-L1,Oral Care,1,17.77,5.46
78001,78001-L2,Make-up,1,3.53,1.09
77997,77997-L1,Oral Care,1,15.99,5.13
78006,78006-L1,Make-up,1,17.45,5.63
78004,78004-L1,Body Care,1,14.03,4.5
78004,78004-L2,Household,1,8.28,2.65
78003,78003-L1,Household,1,12.5,4.02
78037,78037-L1,Personal Care,1,23.95,7.49
78039,78039-L1,Body Care,1,24.01,7.5
78024,78024-L1,Make-up,1,17.48,5.44
78058,78058-L1,Make-up,1,16.51,5.12
78047,78047-L1,Personal Care,1,17.79,5.53
78017,78017-L1,Baby,1,17.93,5.55
78017,78017-L2,Skincare,1,8.28,2.56
78074,78074-L1,Hair Care,1,15.74,4.8
78074,78074-L2,Baby,1,11.42,3.49
78073,78073-L1,Body Care,1,22.76,7.36
78068,78068-L1,Hair Care,1,30.11,9.75
78064,78064-L1,Make-up,1,11.75,3.43
78064,78064-L2,Personal Care,1,17.81,5.21
78072,78072-L1,Baby,1,29.44,9.51
78065,78065-L1,Baby,1,35.78,11.51
78088,78088-L1,Personal Care,1,15.28,3.63
78098,78098-L1,Skincare,1,10.37,2.47
78098,78098-L2,Make-up,1,9.48,2.25
78095,78095-L1,Skincare,1,18.88,4.49
78097,78097-L1,Baby,1,15.01,3.6
78090,78090-L1,Body Care,1,8.96,2.12
78090,78090-L2,Baby,1,8.96,2.12
78104,78104-L1,Make-up,1,9.62,2.28
78104,78104-L2,Household,1,5.6,1.33
78123,78123-L1,Oral Care,1,17.27,5.45
78215,78215-L1,Make-up,1,22.01,6.92
78146,78146-L1,Make-up,1,6.0,1.88
78146,78146-L2,Hair Care,1,13.07,4.09
78135,78135-L1,Baby,1,15.02,4.73
78160,78160-L1,Household,1,16.71,5.25
78162,78162-L1,Oral Care,1,5.37,1.63
78162,78162-L2,Hair Care,1,8.13,2.46
78227,78227-L1,Skincare,1,26.9,8.3
78232,78232-L1,Household,1,29.72,9.11
78223,78223-L1,Personal Care,1,26.31,8.08
78234,78234-L1,Make-up,1,22.02,6.75
78234,78234-L2,Hair Care,1,6.06,1.86
78230,78230-L1,Household,1,24.02,7.27
78222,78222-L1,Hair Care,1,23.67,7.3
78271,78271-L1,Oral Care,1,19.79,7.9
78247,78247-L1,Body Care,1,26.56,10.73
78246,78246-L1,Hair Care,1,25.97,10.03
78274,78274-L1,Skincare,1,24.82,10.02
78261,78261-L1,Hair Care,1,21.63,8.16
78270,78270-L1,Oral Care,1,24.64,9.94
78286,78286-L1,Baby,1,9.88,2.44
78297,78297-L1,Hair Care,1,6.49,1.62
78289,78289-L1,Hair Care,1,9.89,2.62
78334,78334-L1,Make-up,1,7.04,1.7
78325,78325-L1,Skincare,1,7.19,1.8
78310,78310-L1,Body Care,1,9.36,2.46
78385,78385-L1,Body Care,1,26.25,10.65
78361,78361-L1,Oral Care,1,22.04,8.86
78361,78361-L2,Baby,1,6.58,2.65
78398,78398-L1,Make-up,1,9.4,3.8
78398,78398-L2,Oral Care,1,15.46,6.26
78417,78417-L1,Make-up,1,19.93,8.06
78418,78418-L1,Baby,1,3.63,1.45
78418,78418-L2,Body Care,1,16.69,6.66
78388,78388-L1,Skincare,1,9.26,3.49
78388,78388-L2,Hair Care,1,11.38,4.28
78453,78453-L1,Household,1,8.52,2.35
78468,78468-L1,Baby,1,6.23,1.72
78440,78440-L1,Hair Care,1,6.11,1.56
78457,78457-L1,Oral Care,1,5.93,1.55
78461,78461-L1,Baby,1,8.33,2.3
78442,78442-L1,Body Care,1,9.65,2.67
78474,78474-L1,Personal Care,1,9.59,2.89
78474,78474-L2,Baby,1,3.18,0.96
78480,78480-L1,Hair Care,1,2.4,0.72
78480,78480-L2,Baby,1,8.98,2.7
78503,78503-L1,Make-up,1,9.83,2.96
78514,78514-L1,Skincare,1,11.38,3.43
78491,78491-L1,Make-up,1,11.89,3.58
78469,78469-L1,Oral Care,1,10.25,3.1
78564,78564-L1,Skincare,1,15.4,5.94
78544,78544-L1,Skincare,1,19.37,7.44
78562,78562-L1,Body Care,1,12.4,4.77
78537,78537-L1,Oral Care,1,7.37,2.84
78537,78537-L2,Skincare,1,9.14,3.52
78554,78554-L1,Baby,1,13.73,5.3
78553,78553-L1,Oral Care,1,15.92,6.12
78669,78669-L1,Oral Care,1,10.68,4.15
78669,78669-L2,Household,1,2.45,0.95
78669,78669-L3,Baby,1,13.64,5.29
78650,78650-L1,Skincare,1,27.79,10.72
78655,78655-L1,Household,1,21.89,8.48
78617,78617-L1,Hair Care,1,30.16,11.68
78644,78644-L1,Make-up,1,12.94,5.0
78644,78644-L2,Baby,1,8.29,3.21
78599,78599-L1,Oral Care,1,22.03,8.5
78707,78707-L1,Oral Care,1,27.09,11.45
78688,78688-L1,Oral Care,1,17.1,7.25
78695,78695-L1,Make-up,1,9.27,3.84
78695,78695-L2,Oral Care,1,10.68,4.42
78708,78708-L1,Hair Care,1,23.81,10.12
78711,78711-L1,Baby,1,21.17,8.67
78702,78702-L1,Skincare,1,15.64,6.38
78735,78735-L1,Household,1,15.3,5.84
78735,78735-L2,Skincare,1,13.68,5.22
78732,78732-L1,Oral Care,1,5.96,2.27
78732,78732-L2,Skincare,1,24.03,9.16
78734,78734-L1,Skincare,1,14.71,5.62
78734,78734-L2,Household,1,6.07,2.32
78752,78752-L1,Oral Care,1,8.17,3.1
78752,78752-L2,Make-up,1,4.25,1.61
78752,78752-L3,Baby,1,2.97,1.13
78743,78743-L1,Hair Care,1,32.02,12.19
78729,78729-L1,Make-up,1,25.09,9.62
78779,78779-L1,Oral Care,1,37.89,10.37
78760,78760-L1,Make-up,1,27.94,7.63
78760,78760-L2,Skincare,1,31.08,8.49
78789,78789-L1,Personal Care,1,26.95,7.36
78785,78785-L1,Household,1,48.66,13.32
78774,78774-L1,Personal Care,1,32.69,8.69
78762,78762-L1,Make-up,1,19.99,4.94
78762,78762-L2,Skincare,1,13.46,3.33
78803,78803-L1,Hair Care,1,26.42,8.49
78803,78803-L2,Baby,1,7.45,2.4
78803,78803-L3,Oral Care,1,16.49,5.3
78797,78797-L1,Body Care,1,43.48,13.89
78797,78797-L2,Personal Care,1,7.53,2.41
78800,78800-L1,Personal Care,1,41.65,13.37
78795,78795-L1,Body Care,1,46.56,14.86
78798,78798-L1,Skincare,1,46.76,14.91
78796,78796-L1,Household,1,57.53,18.52
78810,78810-L1,Baby,1,9.67,2.45
78810,78810-L2,Skincare,1,5.36,1.36
78808,78808-L1,Household,1,17.99,4.55
78804,78804-L1,Make-up,1,15.59,3.86
78816,78816-L1,Baby,1,14.07,3.6
78812,78812-L1,Oral Care,1,14.91,3.8
78820,78820-L1,Baby,1,15.57,3.98
78837,78837-L1,Skincare,1,23.39,6.18
78826,78826-L1,Make-up,1,9.48,2.69
78826,78826-L2,Baby,1,18.51,5.25
78829,78829-L1,Body Care,1,22.33,6.38
78827,78827-L1,Body Care,1,27.62,7.82
78831,78831-L1,Make-up,1,18.76,5.17
78831,78831-L2,Baby,1,3.78,1.04
78832,78832-L1,Body Care,1,26.91,7.68
78877,78877-L1,Baby,1,32.0,10.66
78838,78838-L1,Oral Care,1,7.95,2.73
78838,78838-L2,Body Care,1,8.46,2.91
78838,78838-L3,Hair Care,1,15.16,5.22
78842,78842-L1,Make-up,1,35.11,11.65
78843,78843-L1,Household,1,26.45,8.87
78876,78876-L1,Personal Care,1,20.4,6.84
78845,78845-L1,Hair Care,1,30.91,10.6
78897,78897-L1,Baby,1,20.92,4.37
78910,78910-L1,Make-up,1,15.42,3.24
78904,78904-L1,Make-up,1,15.2,3.22
78904,78904-L2,Body Care,1,6.59,1.4
78909,78909-L1,Make-up,1,22.53,4.77
78905,78905-L1,Make-up,1,19.56,4.1
78908,78908-L1,Hair Care,1,9.85,2.05
78908,78908-L2,Make-up,1,5.32,1.1
78908,78908-L3,Body Care,1,7.66,1.59
78930,78930-L1,Skincare,1,13.34,4.6
78928,78928-L1,Make-up,1,15.02,5.29
78921,78921-L1,Body Care,1,10.93,3.59
78914,78914-L1,Oral Care,1,15.55,5.51
78916,78916-L1,Household,1,11.95,4.13
78917,78917-L1,Hair Care,1,2.52,0.8
78917,78917-L2,Skincare,1,4.27,1.36
78917,78917-L3,Personal Care,1,2.23,0.71
78944,78944-L1,Household,1,26.24,8.3
78969,78969-L1,Body Care,1,24.7,7.86
78973,78973-L1,Baby,1,20.84,6.3
78932,78932-L1,Hair Care,1,2.41,0.77
78932,78932-L2,Oral Care,1,19.17,6.09
78942,78942-L1,Household,1,30.38,9.6
78946,78946-L1,Oral Care,1,23.81,7.5
78989,78989-L1,Oral Care,1,46.7,12.93
78984,78984-L1,Oral Care,1,37.97,10.64
78987,78987-L1,Skincare,1,35.92,10.13
78983,78983-L1,Skincare,1,28.39,8.01
78977,78977-L1,Baby,1,12.55,3.54
78977,78977-L2,Skincare,1,15.14,4.26
78978,78978-L1,Skincare,1,8.88,2.49
78978,78978-L2,Personal Care,1,29.15,8.16
79009,79009-L1,Personal Care,1,23.21,5.71
78998,78998-L1,Hair Care,1,22.99,5.68
79002,79002-L1,Hair Care,1,25.09,6.78
79014,79014-L1,Body Care,1,36.14,9.74
79008,79008-L1,Household,1,25.81,6.96
78990,78990-L1,Body Care,1,30.78,8.3
79065,79065-L1,Body Care,1,12.59,4.69
79065,79065-L2,Make-up,1,2.36,0.88
79023,79023-L1,Make-up,1,5.73,2.03
79023,79023-L2,Personal Care,1,4.45,1.57
79052,79052-L1,Household,1,17.48,6.5
79031,79031-L1,Body Care,1,8.33,3.0
79031,79031-L2,Household,1,7.07,2.54
79064,79064-L1,Body Care,1,10.39,3.73
79032,79032-L1,Oral Care,1,13.89,5.16
79080,79080-L1,Oral Care,1,21.27,5.61
79080,79080-L2,Personal Care,1,10.67,2.81
79097,79097-L1,Skincare,1,26.02,6.16
79092,79092-L1,Make-up,1,19.41,5.15
79077,79077-L1,Make-up,1,2.65,0.66
79077,79077-L2,Household,1,17.84,4.45
79077,79077-L3,Body Care,1,8.19,2.04
79105,79105-L1,Body Care,1,15.01,3.97
79105,79105-L2,Skincare,1,11.64,3.08
79104,79104-L1,Skincare,1,23.46,6.22
79125,79125-L1,Personal Care,1,28.56,10.39
79138,79138-L1,Personal Care,1,10.96,3.98
79138,79138-L2,Hair Care,1,15.56,5.66
79165,79165-L1,Body Care,1,25.67,9.4
79131,79131-L1,Personal Care,1,7.31,2.67
79131,79131-L2,Hair Care,1,12.49,4.55
79171,79171-L1,Skincare,1,23.2,8.44
79170,79170-L1,Body Care,1,19.48,7.11
79193,79193-L1,Oral Care,1,11.42,4.13
79189,79189-L1,Oral Care,1,12.15,4.38
79188,79188-L1,Skincare,1,11.92,4.12
79196,79196-L1,Hair Care,1,16.91,5.91
79198,79198-L1,Skincare,1,5.98,2.09
79198,79198-L2,Baby,1,4.05,1.42
79187,79187-L1,Hair Care,1,3.0,1.08
79187,79187-L2,Skincare,1,11.41,4.1
79216,79216-L1,Household,1,4.34,1.4
79216,79216-L2,Hair Care,1,18.41,5.92
79218,79218-L1,Personal Care,1,13.46,4.08
79203,79203-L1,Personal Care,1,25.54,7.97
79214,79214-L1,Make-up,1,17.85,5.42
79233,79233-L1,Skincare,1,16.38,5.29
79231,79231-L1,Hair Care,1,22.21,7.19
79255,79255-L1,Make-up,1,7.3,2.2
79255,79255-L2,Hair Care,1,11.71,3.54
79251,79251-L1,Oral Care,1,16.73,5.02
79244,79244-L1,Household,1,14.09,4.22
79235,79235-L1,Personal Care,1,17.49,5.29
79260,79260-L1,Make-up,1,23.87,7.26
79254,79254-L1,Baby,1,8.46,2.55
79254,79254-L2,Oral Care,1,7.24,2.18
79267,79267-L1,Skincare,1,19.42,5.25
79273,79273-L1,Skincare,1,33.47,9.36
79292,79292-L1,Skincare,1,23.86,6.76
79306,79306-L1,Household,1,26.55,7.51
79307,79307-L1,Hair Care,1,28.36,7.95
79300,79300-L1,Skincare,1,15.87,3.74
79331,79331-L1,Household,1,17.61,5.53
79331,79331-L2,Baby,1,13.21,4.15
79329,79329-L1,Household,1,41.83,13.01
79330,79330-L1,Skincare,1,33.32,10.44
79325,79325-L1,Baby,1,17.07,5.0
79325,79325-L2,Body Care,1,14.81,4.33
79328,79328-L1,Skincare,1,41.37,11.97
79318,79318-L1,Household,1,29.94,9.4
79343,79343-L1,Personal Care,1,14.87,3.51
79338,79338-L1,Household,1,17.41,4.21
79349,79349-L1,Skincare,1,17.89,4.74
79341,79341-L1,Personal Care,1,19.3,5.07
79345,79345-L1,Baby,1,11.14,2.95
79345,79345-L2,Skincare,1,10.83,2.87
79352,79352-L1,Hair Care,1,15.33,3.91
79364,79364-L1,Personal Care,1,32.61,8.53
79359,79359-L1,Baby,1,20.68,5.43
79361,79361-L1,Make-up,1,17.18,4.5
79356,79356-L1,Baby,1,15.75,3.79
79363,79363-L1,Body Care,1,34.07,8.93
79366,79366-L1,Make-up,1,10.98,2.9
79366,79366-L2,Household,1,11.47,3.02
79385,79385-L1,Oral Care,1,26.91,10.48
79392,79392-L1,Hair Care,1,22.4,8.75
79377,79377-L1,Make-up,1,18.53,7.21
79393,79393-L1,Oral Care,1,30.12,11.71
79372,79372-L1,Household,1,22.21,8.6
79391,79391-L1,Oral Care,1,18.41,7.13
79403,79403-L1,Household,1,13.01,3.31
79403,79403-L2,Body Care,1,13.97,3.55
79462,79462-L1,Make-up,1,22.55,5.72
79483,79483-L1,Household,1,15.34,3.91
79417,79417-L1,Hair Care,1,7.95,2.01
79417,79417-L2,Body Care,1,10.44,2.64
79421,79421-L1,Oral Care,1,18.25,4.62
79453,79453-L1,Skincare,1,7.32,1.85
79453,79453-L2,Household,1,5.71,1.44
79453,79453-L3,Make-up,1,6.95,1.75
79499,79499-L1,Personal Care,1,7.84,1.97
79509,79509-L1,Hair Care,1,13.89,3.81
79524,79524-L1,Oral Care,1,10.81,2.58
79525,79525-L1,Oral Care,1,4.38,1.2
79525,79525-L2,Skincare,1,9.72,2.65
79521,79521-L1,Household,1,8.54,2.33
79521,79521-L2,Make-up,1,7.78,2.13
79506,79506-L1,Body Care,1,15.3,4.19
79536,79536-L1,Baby,1,21.21,7.2
79531,79531-L1,Hair Care,1,23.62,8.34
79530,79530-L1,Personal Care,1,17.97,6.33
79529,79529-L1,Oral Care,1,23.75,8.33
79538,79538-L1,Baby,1,18.27,6.44
79532,79532-L1,Personal Care,1,18.05,6.35
79551,79551-L1,Oral Care,1,35.35,10.62
79540,79540-L1,Hair Care,1,13.5,3.62
79540,79540-L2,Make-up,1,13.34,3.57
79547,79547-L1,Household,1,15.71,4.74
79547,79547-L2,Make-up,1,27.01,8.15
79546,79546-L1,Make-up,1,43.14,12.84
79544,79544-L1,Personal Care,1,18.73,5.63
79544,79544-L2,Baby,1,18.47,5.55
79552,79552-L1,Oral Care,1,39.62,11.87
79555,79555-L1,Personal Care,1,45.91,16.43
79557,79557-L1,Body Care,1,31.5,11.25
79564,79564-L1,Body Care,1,37.07,13.29
79571,79571-L1,Household,1,34.26,11.66
79558,79558-L1,Make-up,1,37.56,13.48
79561,79561-L1,Make-up,1,40.05,14.33
79589,79589-L1,Personal Care,1,8.9,3.24
79589,79589-L2,Skincare,1,12.82,4.67
79576,79576-L1,Make-up,1,6.67,2.49
79576,79576-L2,Oral Care,1,5.73,2.14
79576,79576-L3,Baby,1,6.81,2.54
79584,79584-L1,Household,1,22.42,8.43
79579,79579-L1,Oral Care,1,5.31,1.9
79579,79579-L2,Make-up,1,6.86,2.45
79579,79579-L3,Skincare,1,3.24,1.16
79580,79580-L1,Make-up,1,11.11,4.16
79580,79580-L2,Hair Care,1,7.85,2.94
79580,79580-L3,Household,1,7.69,2.88
79585,79585-L1,Oral Care,1,16.18,5.84
79604,79604-L1,Hair Care,1,10.18,3.57
79611,79611-L1,Make-up,1,2.93,1.03
79611,79611-L2,Personal Care,1,6.97,2.46
79635,79635-L1,Make-up,1,11.21,4.01
79625,79625-L1,Body Care,1,2.94,1.1
79625,79625-L2,Baby,1,7.44,2.8
79638,79638-L1,Baby,1,8.57,3.21
79638,79638-L2,Personal Care,1,7.42,2.78
79623,79623-L1,Baby,1,1.55,0.56
79623,79623-L2,Oral Care,1,2.11,0.76
79623,79623-L3,Body Care,1,4.31,1.55
79675,79675-L1,Skincare,1,65.3,17.32
79676,79676-L1,Oral Care,1,58.0,15.37
79653,79653-L1,Body Care,1,34.4,8.64
79655,79655-L1,Oral Care,1,53.92,14.02
79660,79660-L1,Baby,1,6.73,1.78
79660,79660-L2,Oral Care,1,28.14,7.43
79660,79660-L3,Personal Care,1,29.18,7.7
79648,79648-L1,Baby,1,44.35,11.76
79714,79714-L1,Household,1,13.68,4.26
79713,79713-L1,Household,1,8.89,3.0
79713,79713-L2,Body Care,1,9.74,3.28
79715,79715-L1,Skincare,1,13.81,4.68
79696,79696-L1,Make-up,1,10.33,3.2
79711,79711-L1,Body Care,1,14.25,4.57
79711,79711-L2,Personal Care,1,5.3,1.7
79702,79702-L1,Hair Care,1,18.35,6.23
79744,79744-L1,Household,1,18.07,4.48
79744,79744-L2,Hair Care,1,10.44,2.59
79763,79763-L1,Hair Care,1,32.67,8.11
79736,79736-L1,Skincare,1,9.46,2.35
79736,79736-L2,Make-up,1,12.29,3.05
79736,79736-L3,Baby,1,2.67,0.66
79768,79768-L1,Make-up,1,33.73,8.42
79721,79721-L1,Personal Care,1,19.16,4.45
79762,79762-L1,Oral Care,1,21.87,5.45
79789,79789-L1,Hair Care,1,18.48,4.19
79787,79787-L1,Personal Care,1,23.55,5.95
79826,79826-L1,Household,1,17.73,4.03
79825,79825-L1,Oral Care,1,11.15,2.51
79785,79785-L1,Baby,1,19.82,4.99
79788,79788-L1,Household,1,14.4,3.49
79900,79900-L1,Household,1,40.55,11.43
79856,79856-L1,Body Care,1,24.52,6.13
79896,79896-L1,Body Care,1,24.59,6.77
79897,79897-L1,Baby,1,28.34,7.98
79865,79865-L1,Oral Care,1,30.53,8.62
79874,79874-L1,Personal Care,1,35.38,10.04
79954,79954-L1,Personal Care,1,15.03,4.8
79954,79954-L2,Body Care,1,21.35,6.83
79993,79993-L1,Hair Care,1,30.05,9.57
79920,79920-L1,Body Care,1,29.89,9.05
79987,79987-L1,Body Care,1,19.51,5.84
79959,79959-L1,Personal Care,1,6.23,1.9
79959,79959-L2,Skincare,1,14.94,4.55
79967,79967-L1,Skincare,1,20.85,6.64
79967,79967-L2,Baby,1,12.61,4.02
80047,80047-L1,Personal Care,1,36.72,9.73
80064,80064-L1,Baby,1,34.12,9.11
80056,80056-L1,Hair Care,1,31.71,8.47
80049,80049-L1,Hair Care,1,27.66,7.37
80049,80049-L2,Make-up,1,14.13,3.77
80051,80051-L1,Body Care,1,49.03,13.12
80050,80050-L1,Skincare,1,29.73,7.42
80079,80079-L1,Baby,1,18.0,3.91
80079,80079-L2,Make-up,1,0.74,0.16
80078,80078-L1,Oral Care,1,35.17,8.32
80082,80082-L1,Household,1,9.19,2.11
80082,80082-L2,Oral Care,1,3.65,0.84
80082,80082-L3,Personal Care,1,23.06,5.29
80076,80076-L1,Personal Care,1,12.45,3.05
80076,80076-L2,Body Care,1,23.51,5.76
80073,80073-L1,Personal Care,1,30.56,7.02
80077,80077-L1,Personal Care,1,30.2,6.74
80100,80100-L1,Household,1,16.95,5.87
80100,80100-L2,Body Care,1,15.27,5.28
80129,80129-L1,Skincare,1,21.44,7.09
80113,80113-L1,Make-up,1,24.96,8.1
80084,80084-L1,Body Care,1,28.74,9.9
80083,80083-L1,Skincare,1,24.95,7.96
80124,80124-L1,Personal Care,1,5.27,1.82
80124,80124-L2,Make-up,1,24.96,8.64
80147,80147-L1,Skincare,1,47.81,14.56
80146,80146-L1,Baby,1,24.89,7.65
80153,80153-L1,Personal Care,1,44.34,13.61
80144,80144-L1,Baby,1,29.91,8.88
80152,80152-L1,Baby,1,22.36,6.81
80152,80152-L2,Body Care,1,13.83,4.22
80151,80151-L1,Household,1,34.16,10.5
80156,80156-L1,Household,1,14.82,4.06
80156,80156-L2,Baby,1,8.2,2.24
80158,80158-L1,Skincare,1,13.03,3.34
80158,80158-L2,Baby,1,8.55,2.19
80157,80157-L1,Oral Care,1,16.13,4.16
80163,80163-L1,Oral Care,1,8.75,2.28
80163,80163-L2,Make-up,1,3.75,0.98
80160,80160-L1,Household,1,18.93,5.16
80164,80164-L1,Personal Care,1,13.0,3.55
80164,80164-L2,Household,1,11.14,3.05
80176,80176-L1,Baby,1,55.88,19.32
80174,80174-L1,Household,1,49.99,17.38
80178,80178-L1,Oral Care,1,55.92,19.43
80173,80173-L1,Oral Care,1,40.46,14.03
80175,80175-L1,Baby,1,26.54,9.19
80169,80169-L1,Baby,1,31.46,10.89
80179,80179-L1,Hair Care,1,19.66,6.52
80275,80275-L1,Make-up,1,26.97,9.02
80218,80218-L1,Skincare,1,18.43,6.1
80218,80218-L2,Household,1,21.13,6.99
80230,80230-L1,Body Care,1,29.8,9.97
80230,80230-L2,Skincare,1,14.57,4.87
80268,80268-L1,Hair Care,1,10.68,3.54
80268,80268-L2,Skincare,1,19.07,6.31
80203,80203-L1,Personal Care,1,16.75,5.14
80320,80320-L1,Make-up,1,21.12,5.17
80322,80322-L1,Oral Care,1,7.45,1.82
80322,80322-L2,Baby,1,15.24,3.71
80342,80342-L1,Personal Care,1,24.24,5.93
80341,80341-L1,Household,1,15.23,3.73
80341,80341-L2,Baby,1,9.26,2.27
80323,80323-L1,Baby,1,18.01,4.38
80340,80340-L1,Baby,1,20.18,4.58
80370,80370-L1,Hair Care,1,34.76,11.82
80375,80375-L1,Household,1,26.86,8.54
80356,80356-L1,Make-up,1,39.03,13.29
80379,80379-L1,Baby,1,6.66,2.28
80379,80379-L2,Skincare,1,19.61,6.7
80379,80379-L3,Make-up,1,12.92,4.41
80364,80364-L1,Body Care,1,26.3,8.54
80351,80351-L1,Skincare,1,19.99,6.4
80351,80351-L2,Oral Care,1,7.52,2.41
80398,80398-L1,Household,1,22.0,6.83
80400,80400-L1,Oral Care,1,23.47,7.3
80403,80403-L1,Hair Care,1,35.03,10.85
80388,80388-L1,Household,1,20.03,6.18
80408,80408-L1,Household,1,25.89,7.56
80385,80385-L1,Make-up,1,25.54,7.92
80427,80427-L1,Make-up,1,36.72,9.06
80451,80451-L1,Household,1,44.91,12.1
80450,80450-L1,Personal Care,1,46.67,11.88
80453,80453-L1,Skincare,1,45.46,11.56
80448,80448-L1,Body Care,1,27.84,6.64
80447,80447-L1,Hair Care,1,49.37,13.21
80458,80458-L1,Baby,1,22.72,7.67
80459,80459-L1,Personal Care,1,19.28,6.49
80470,80470-L1,Personal Care,1,17.57,5.43
80474,80474-L1,Hair Care,1,22.94,7.73
80492,80492-L1,Hair Care,1,22.81,7.59
80479,80479-L1,Baby,1,30.75,10.38
80509,80509-L1,Hair Care,1,11.0,2.82
80529,80529-L1,Household,1,6.92,2.01
80529,80529-L2,Personal Care,1,7.45,2.16
80529,80529-L3,Body Care,1,11.13,3.23
80531,80531-L1,Household,1,16.62,5.02
80531,80531-L2,Oral Care,1,12.55,3.79
80532,80532-L1,Household,1,19.14,5.3
80511,80511-L1,Baby,1,31.36,9.57
80514,80514-L1,Oral Care,1,22.58,6.85
80536,80536-L1,Skincare,1,14.65,4.09
80534,80534-L1,Oral Care,1,19.07,5.31
80535,80535-L1,Skincare,1,8.87,2.47
80535,80535-L2,Hair Care,1,6.69,1.87
80546,80546-L1,Hair Care,1,5.47,2.15
80546,80546-L2,Skincare,1,8.87,3.49
80546,80546-L3,Oral Care,1,0.85,0.33
80550,80550-L1,Body Care,1,22.64,9.41
80570,80570-L1,Hair Care,1,11.08,4.61
80570,80570-L2,Make-up,1,8.42,3.51
80541,80541-L1,Personal Care,1,12.43,5.06
80541,80541-L2,Skincare,1,16.88,6.88
80548,80548-L1,Oral Care,1,18.87,7.21
80549,80549-L1,Make-up,1,26.71,11.07
80583,80583-L1,Make-up,1,10.76,3.05
80583,80583-L2,Hair Care,1,21.07,5.96
80575,80575-L1,Baby,1,12.64,3.58
80575,80575-L2,Hair Care,1,13.29,3.77
80576,80576-L1,Personal Care,1,14.0,3.57
80607,80607-L1,Skincare,1,20.76,5.9
80577,80577-L1,Skincare,1,10.43,2.96
80577,80577-L2,Household,1,17.06,4.85
80594,80594-L1,Personal Care,1,2.98,0.84
80594,80594-L2,Oral Care,1,20.2,5.68
80637,80637-L1,Personal Care,1,14.04,4.22
80672,80672-L1,Body Care,1,9.85,3.04
80672,80672-L2,Household,1,5.69,1.75
80644,80644-L1,Skincare,1,20.13,6.45
80641,80641-L1,Baby,1,19.22,6.14
80660,80660-L1,Hair Care,1,26.89,8.63
80663,80663-L1,Make-up,1,19.88,6.39
80681,80681-L1,Hair Care,1,8.18,3.1
80681,80681-L2,Personal Care,1,6.34,2.4
80681,80681-L3,Baby,1,2.05,0.78
80680,80680-L1,Household,1,14.34,5.41
80688,80688-L1,Skincare,1,12.84,4.86
80692,80692-L1,Skincare,1,4.44,1.69
80692,80692-L2,Make-up,1,3.24,1.23
80692,80692-L3,Hair Care,1,9.45,3.6
80682,80682-L1,Make-up,1,14.13,5.33
80677,80677-L1,Baby,1,7.2,2.58
80677,80677-L2,Body Care,1,2.6,0.93
80707,80707-L1,Hair Care,1,11.19,3.39
80699,80699-L1,Hair Care,1,11.26,3.63
80697,80697-L1,Household,1,2.59,0.78
