customer_id,last_purchase,frequency,monetary,margin,discount,points_earned,points_redeemed,promo_share,category_breadth,recency_days,avg_basket,margin_rate,redemption_rate,incentive_responsiveness,R_score,F_score,M_score,value_score,opportunity_score,segment,strategy,age_band,region,app_user
107480,2025-12-05,45,1547.32,479.64,83.83,1524,239,0.2,10,26,34.38488888888889,0.309981128661169,0.1568241469816273,0.2542584756166827,2,4,5,3.995319625570046,1.743250263633016,High Value / Low Opportunity,Retain Efficiently,35-44,West,False
107481,2025-12-19,18,564.73,163.16,60.56,557,97,0.4444444444444444,8,12,31.37388888888889,0.28891682751049175,0.1741472172351885,0.42056752229899286,3,2,2,1.8103388271061687,2.4472445025789265,Low Value / High Opportunity,Develop,65+,East,True
107482,2025-12-19,32,567.95,233.4,50.13,552,85,0.34375,10,12,17.7484375,0.4109516682806585,0.1539855072463768,0.33099994419672774,3,3,2,2.9296683734698776,2.4643824450482863,High Value / High Opportunity,Protect & Grow,35-44,Zagreb,False
107483,2025-10-13,16,313.91,67.97,42.07,306,84,0.5625,9,79,19.619375,0.21652703004045742,0.27450980392156865,0.7212036393435093,1,1,1,0.828498279862389,2.8359577484876928,Low Value / High Opportunity,Develop,55-64,Zagreb,False
107484,2025-09-04,4,74.1,19.14,10.58,72,16,0.5,3,118,18.525,0.2582995951417004,0.2222222222222222,0.48835892951118975,1,1,1,0.8113569085526843,2.0276118957445246,Low Value / Low Opportunity,Automate / Low-cost,25-34,East,False
107485,2025-12-26,22,700.45,263.08,52.98,689,207,0.2727272727272727,10,5,31.838636363636365,0.3755871225640659,0.30043541364296084,0.3520895802342908,5,2,3,2.759356748539883,2.857464276544836,Low Value / High Opportunity,Develop,55-64,Zagreb,True
107486,2025-12-19,28,784.03,208.06,47.26,769,76,0.32142857142857145,9,12,28.00107142857143,0.2653724985013329,0.0988296488946684,0.32587952128223435,3,3,3,2.476834146731738,2.1179822031474487,Low Value / Low Opportunity,Automate / Low-cost,25-34,West,False
107487,2025-12-06,21,471.26,139.03,47.86,464,122,0.5238095238095238,8,25,22.440952380952382,0.29501761235835844,0.2629310344827586,0.6005082043193997,2,2,2,1.9218577486198896,2.6831100170432354,Low Value / High Opportunity,Develop,18-24,East,True
107488,2025-12-03,78,1753.35,645.76,121.99,1713,169,0.24358974358974358,10,28,22.478846153846153,0.36830068155245677,0.09865732632807939,0.3465894811053737,2,5,5,4.789593167453397,2.032729064705668,High Value / Low Opportunity,Retain Efficiently,25-34,South,False
107489,2025-07-23,12,194.28,61.69,28.779999999999998,190,52,0.6666666666666666,7,161,16.19,0.3175313979822936,0.2736842105263158,0.6247309116789584,1,1,1,1.2938855108408671,2.4758876707272126,Low Value / High Opportunity,Develop,18-24,North,True
107490,2025-12-21,48,502.63,188.07999999999998,33.94,482,65,0.25,10,10,10.471458333333333,0.37419175138770067,0.13485477178423236,0.14141185166535689,4,4,2,3.3297803824305943,2.085105520555398,High Value / Low Opportunity,Retain Efficiently,65+,North,True
107491,2025-12-25,52,1730.51,374.18,173.51,1707,329,0.40384615384615385,10,6,33.27903846153846,0.21622527463002236,0.19273579379027533,0.4614656596063126,4,4,5,3.572555804464357,3.1251721840702,High Value / High Opportunity,Protect & Grow,65+,Zagreb,True
107492,2025-11-15,34,1348.48,482.72,108.37,1335,355,0.3235294117647059,10,46,39.66117647058824,0.35797342192691034,0.26591760299625467,0.28632241903683003,1,3,4,3.5304104328346266,1.8199119977572615,High Value / Low Opportunity,Retain Efficiently,55-64,Zagreb,False
107493,2025-12-17,26,466.21000000000004,132.34,56.12,455,141,0.38461538461538464,10,14,17.931153846153848,0.2838634949915274,0.3098901098901099,0.2698815253122126,3,2,2,1.9515901272101768,2.407879983676616,Low Value / High Opportunity,Develop,25-34,North,False
107494,2025-11-08,23,737.45,144.64,35.99,725,66,0.08695652173913043,8,53,32.06304347826087,0.19613533120889548,0.0910344827586207,0.26774805678606206,1,2,3,1.9005780462436994,1.011108321784161,Low Value / Low Opportunity,Automate / Low-cost,55-64,Zagreb,True
107495,2025-12-24,27,948.96,347.38,81.91,936,241,0.3333333333333333,10,7,35.14666666666667,0.36606390153431123,0.25747863247863245,0.42768084548959595,4,3,4,3.434422753820306,2.909427674013324,High Value / High Opportunity,Protect & Grow,45-54,West,False
107496,2025-12-21,30,755.23,204.64,57.29,741,28,0.3,10,10,25.174333333333333,0.27096381234855604,0.037786774628879895,0.21626625053086837,4,3,3,2.5476498119849587,2.3624366306998144,Low Value / Low Opportunity,Automate / Low-cost,35-44,Zagreb,False
107497,2025-12-13,12,373.0,127.04,24.919999999999998,368,44,0.16666666666666666,7,18,31.083333333333332,0.3405898123324397,0.11956521739130435,0.32724515455557535,3,1,2,1.7939375150012002,1.6500546979980641,Low Value / Low Opportunity,Automate / Low-cost,35-44,South,True
107498,2025-10-21,10,200.82999999999998,53.15,4.5600000000000005,196,36,0.0,6,71,20.083,0.26465169546382517,0.1836734693877551,0.03495910905372833,1,1,1,0.9025842067365389,0.37519921866875255,Low Value / Low Opportunity,Automate / Low-cost,45-54,North,False
107499,2025-12-14,21,304.92,83.14,42.18,297,68,0.6190476190476191,9,17,14.520000000000001,0.2726616817525908,0.22895622895622897,0.43804582509462264,3,2,1,1.4209456756540524,2.7174916575469874,Low Value / High Opportunity,Develop,18-24,North,True
107500,2025-12-18,23,458.87,140.6,49.72,449,146,0.43478260869565216,8,13,19.950869565217392,0.30640486412273626,0.32516703786191536,0.26061606670433846,3,2,2,2.0481578526282105,2.073485118002195,Low Value / Low Opportunity,Automate / Low-cost,35-44,South,False
107501,2025-12-02,10,220.0,74.38,8.6,213,44,0.1,7,29,22.0,0.33809090909090905,0.20657276995305165,0.2850848513406987,2,1,1,1.397083766701336,1.2453692297817132,Low Value / Low Opportunity,Automate / Low-cost,45-54,Central,True
107502,2025-12-15,23,314.94,69.21000000000001,41.47,304,37,0.5652173913043478,10,16,13.69304347826087,0.21975614402743382,0.12171052631578948,0.7019056431513584,3,2,1,1.2393411472917832,3.581002834301534,Low Value / High Opportunity,Develop,25-34,Zagreb,False
107503,2025-12-20,102,1856.01,576.55,225.99,1810,453,0.49019607843137253,10,11,18.196176470588235,0.31063949008895425,0.25027624309392266,0.543419913925497,4,5,5,4.515561244899592,3.4196705643930136,High Value / High Opportunity,Protect & Grow,35-44,Zagreb,True
107504,2025-12-15,52,1179.92,361.38,71.79,1149,189,0.17307692307692307,10,16,22.69076923076923,0.30627500169503014,0.16449086161879894,0.2276727421920902,3,4,4,3.6885530842467396,1.890986467756029,High Value / Low Opportunity,Retain Efficiently,35-44,Zagreb,False
107505,2025-12-25,56,881.51,225.1,54.97,858,147,0.26785714285714285,10,6,15.741249999999999,0.2553572846592778,0.17132867132867133,0.30538654894219913,4,4,4,3.39150932074566,2.4920391286714323,High Value / High Opportunity,Protect & Grow,45-54,Central,True
107506,2025-12-25,48,1437.95,475.4,73.8,1415,226,0.1875,10,6,29.957291666666666,0.33060954831531,0.15971731448763252,0.16312658694207866,4,4,5,4.168163453076246,2.01726183878113,High Value / Low Opportunity,Retain Efficiently,65+,Central,False
107507,2025-12-25,10,251.25,71.53999999999999,14.100000000000001,247,34,0.2,5,6,25.125,0.28473631840796015,0.13765182186234817,0.43641760044829503,4,1,1,1.0282542603408271,2.1412298442281217,Low Value / Low Opportunity,Automate / Low-cost,55-64,South,False
107508,2025-12-16,57,839.66,232.34,43.800000000000004,806,92,0.17543859649122806,10,15,14.730877192982456,0.27670723864421315,0.1141439205955335,0.19918350810026436,3,5,3,3.422889831186495,1.8300209418694864,High Value / Low Opportunity,Retain Efficiently,45-54,Zagreb,False
107509,2025-12-18,13,296.46,79.67,37.5,292,70,0.46153846153846156,9,13,22.80461538461538,0.26873777238075963,0.23972602739726026,0.5569996348237812,3,1,1,0.9756100488039043,2.8841196479910787,Low Value / High Opportunity,Develop,45-54,Zagreb,True
107510,2025-12-09,23,266.93,80.95,27.9,256,57,0.43478260869565216,9,22,11.605652173913043,0.3032630277600869,0.22265625,0.43064130287986824,2,2,1,1.675956076486119,2.3148231018933365,Low Value / Low Opportunity,Automate / Low-cost,45-54,Zagreb,False
107511,2025-12-22,17,402.40999999999997,99.35,38.08,395,43,0.29411764705882354,7,9,23.671176470588232,0.2468875027956562,0.10886075949367088,0.24345480671715056,4,1,2,1.2948575886070885,1.9546133623173652,Low Value / Low Opportunity,Automate / Low-cost,35-44,South,True
107512,2025-11-27,38,1127.59,388.8,91.0,1109,94,0.3157894736842105,10,34,29.67342105263158,0.344806179551078,0.08476104598737602,0.3903929123802853,2,3,4,3.529030322425794,2.288371851879564,High Value / Low Opportunity,Retain Efficiently,18-24,South,True
107513,2025-12-20,13,210.32,63.03,7.69,203,41,0.15384615384615385,7,11,16.178461538461537,0.2996861924686193,0.2019704433497537,0.12035281531351164,4,1,1,1.1846267701416113,1.419020692604053,Low Value / Low Opportunity,Automate / Low-cost,45-54,North,False
107514,2025-10-24,11,206.84,70.26,27.200000000000003,201,50,0.5454545454545454,8,68,18.803636363636365,0.33968284664474957,0.24875621890547264,0.6257721985570178,1,1,1,1.4220757660612848,2.503462584764331,Low Value / High Opportunity,Develop,45-54,East,True
107515,2025-12-14,49,1343.2,332.92,156.3,1317,313,0.4897959183673469,10,17,27.412244897959184,0.2478558665872543,0.23766135155656795,0.4291073309111694,3,4,4,3.29495159612769,2.9121972310090483,High Value / High Opportunity,Protect & Grow,35-44,West,False
107516,2025-12-20,139,5549.65,1562.21,340.23,5482,558,0.2014388489208633,10,11,39.92553956834532,0.281497031344319,0.10178766873403867,0.35253364066184645,4,5,5,4.340047203776302,2.4712174328284617,High Value / High Opportunity,Protect & Grow,55-64,North,False
107517,2025-11-08,14,275.57,89.17,30.69,268,63,0.35714285714285715,7,53,19.68357142857143,0.3235838443952535,0.23507462686567165,0.21128384250341187,1,1,1,1.3733118649491958,1.2660168958926976,Low Value / Low Opportunity,Automate / Low-cost,45-54,South,False
107518,2025-11-27,63,1325.81,312.19,115.65,1295,186,0.3333333333333333,10,34,21.044603174603175,0.23547114594097193,0.14362934362934363,0.41416620046964264,2,5,4,3.603216257300584,2.379019722718429,High Value / Low Opportunity,Retain Efficiently,35-44,West,True
107519,2025-12-22,40,722.93,210.72,65.6,703,167,0.35,9,9,18.073249999999998,0.29148050295325967,0.2375533428165007,0.4646752875066798,4,4,3,3.0985538843107445,2.7400824619352333,High Value / High Opportunity,Protect & Grow,18-24,Central,True
107520,2025-12-11,79,1091.57,350.09,103.14,1053,147,0.35443037974683544,10,20,13.817341772151899,0.3207215295400203,0.1396011396011396,0.2862818380283464,3,5,4,4.184282742619409,2.385435939708111,High Value / High Opportunity,Protect & Grow,18-24,Central,True
107521,2025-12-24,33,559.03,166.62,42.63,542,98,0.30303030303030304,10,7,16.940303030303028,0.29805198289894996,0.18081180811808117,0.29497271506259853,4,3,2,2.434928794303544,2.5462392129391707,Low Value / High Opportunity,Develop,35-44,Zagreb,False
107522,2025-12-24,53,612.79,198.06,37.19,585,48,0.22641509433962265,10,7,11.562075471698112,0.32321023515396796,0.08205128205128205,0.3763047176919145,4,4,3,3.467013361068885,2.5662481798120083,High Value / High Opportunity,Protect & Grow,35-44,Zagreb,False
107523,2025-10-18,14,447.77,161.54,38.83,440,78,0.35714285714285715,9,74,31.983571428571427,0.360765571610425,0.17727272727272728,0.5446287006098192,1,1,2,1.9328686294903592,2.1850238451135926,Low Value / Low Opportunity,Automate / Low-cost,25-34,West,False
107524,2025-10-18,19,263.45,67.31,18.7,255,43,0.2631578947368421,9,74,13.86578947368421,0.2554944012146518,0.16862745098039217,0.32167369954100816,1,2,1,1.2787943035442837,1.481031405213768,Low Value / Low Opportunity,Automate / Low-cost,25-34,Zagreb,True
107525,2025-12-05,28,478.55,180.75,26.65,466,54,0.14285714285714285,9,26,17.09107142857143,0.3777034792602654,0.11587982832618025,0.17624812783396493,2,3,2,2.792087366989359,1.2023802533836816,Low Value / Low Opportunity,Automate / Low-cost,25-34,Zagreb,True
107526,2025-12-16,33,628.27,185.08,49.49,612,78,0.3333333333333333,9,15,19.03848484848485,0.29458672226908816,0.12745098039215685,0.44479055104269133,3,3,3,2.760026802144171,2.4107640386699614,Low Value / High Opportunity,Develop,55-64,West,True
107527,2025-12-27,49,748.8100000000001,278.27,45.07,727,131,0.30612244897959184,10,4,15.28183673469388,0.37161629785927,0.18019257221458046,0.36559867464308843,5,4,3,3.681670533642691,2.961335617034876,High Value / High Opportunity,Protect & Grow,55-64,Zagreb,False
107528,2025-11-01,10,336.7,70.58,12.760000000000002,332,38,0.2,7,60,33.67,0.20962280962280963,0.1144578313253012,0.27557834437543216,1,1,1,0.7035482838627091,1.0850784770208965,Low Value / Low Opportunity,Automate / Low-cost,35-44,Central,True
107529,2025-12-28,96,2618.0099999999998,1100.89,177.87,2568,341,0.2604166666666667,10,3,27.2709375,0.4205064151779406,0.13278816199376947,0.35261171827166465,5,5,5,4.9344147531802545,2.8314344107548175,High Value / High Opportunity,Protect & Grow,25-34,East,True
107530,2025-12-29,61,1117.87,363.79,67.22,1087,92,0.19672131147540983,10,2,18.32573770491803,0.32543140078900057,0.08463661453541858,0.176661415483711,5,5,4,4.138529082326586,2.3111712794859214,High Value / Low Opportunity,Retain Efficiently,25-34,Zagreb,True
107531,2025-12-29,62,1263.42,357.85,92.99,1231,236,0.3870967741935484,10,2,20.377741935483872,0.28323914454417376,0.1917140536149472,0.5312758032213981,5,5,4,3.846855748459877,3.5009525038038705,High Value / High Opportunity,Protect & Grow,18-24,Zagreb,False
107532,2025-09-25,36,817.63,230.18,73.53,802,147,0.3055555555555556,9,97,22.711944444444445,0.2815209813729927,0.18329177057356608,0.3091967122337325,1,3,3,2.7206436514921193,1.5461831417690377,Low Value / Low Opportunity,Automate / Low-cost,35-44,Zagreb,True
107533,2025-12-23,26,361.75,126.22,27.11,346,93,0.2692307692307692,10,8,13.913461538461538,0.348914996544575,0.26878612716763006,0.16478306205215162,4,2,2,2.385284822785823,2.1783889997861547,Low Value / Low Opportunity,Automate / Low-cost,18-24,Zagreb,True
107534,2025-11-24,33,1148.24,329.04,103.0,1131,215,0.36363636363636365,10,37,34.79515151515152,0.28656030098237306,0.1900972590627763,0.38680330144148206,2,3,4,3.053062244979598,2.3798881947046517,High Value / Low Opportunity,Retain Efficiently,35-44,Zagreb,False
107535,2025-12-07,49,1867.73,667.74,204.12,1847,361,0.40816326530612246,10,24,38.11693877551021,0.35751420173151366,0.1954520844612886,0.47585022502264523,2,4,5,4.326386110888872,2.6633654224942473,High Value / High Opportunity,Protect & Grow,65+,West,True
107536,2025-12-02,17,904.22,213.82,63.29,894,135,0.29411764705882354,9,29,53.18941176470588,0.23646900090685893,0.15100671140939598,0.41107971315328884,2,1,4,1.9538743099447955,2.0007504202801547,Low Value / Low Opportunity,Automate / Low-cost,35-44,South,False
107537,2025-08-11,15,410.07,143.55,38.47,404,45,0.4,7,142,27.338,0.35006218450508453,0.11138613861386139,0.2216540672201602,1,1,2,1.9028062244979598,1.3715039738311674,Low Value / Low Opportunity,Automate / Low-cost,55-64,Zagreb,False
107538,2025-11-27,10,113.62,31.49,15.78,108,16,0.6,8,34,11.362,0.277151909875022,0.14814814814814814,0.43713316052387424,2,1,1,0.978950316025282,2.352119096737562,Low Value / Low Opportunity,Automate / Low-cost,25-34,East,False
107539,2025-12-19,33,288.33,118.18,27.83,270,54,0.36363636363636365,10,12,8.737272727272726,0.4098775708389693,0.2,0.4469257578515928,3,3,1,2.596469717577406,2.7651637216274008,Low Value / High Opportunity,Develop,25-34,North,True
107540,2025-12-28,21,520.08,158.52,38.3,508,64,0.23809523809523808,9,3,24.76571428571429,0.3047992616520535,0.12598425196850394,0.21137177601078644,5,2,2,1.993063445075606,2.181007929738967,Low Value / Low Opportunity,Automate / Low-cost,65+,North,True
107541,2025-12-21,111,2866.21,898.41,158.31,2810,416,0.1891891891891892,10,10,25.82171171171171,0.31344877032736607,0.1480427046263345,0.2550879086603218,4,5,5,4.546133690695256,2.226830025064171,High Value / Low Opportunity,Retain Efficiently,35-44,South,False
107542,2025-12-01,51,1090.88,286.87,70.81,1065,107,0.2549019607843137,10,30,21.389803921568628,0.26297117923144614,0.10046948356807511,0.21242898246682268,2,4,4,3.3897991839347146,1.75694002853579,High Value / Low Opportunity,Retain Efficiently,45-54,Zagreb,False
107543,2025-03-28,7,90.91,26.64,2.76,88,28,0.0,5,278,12.987142857142857,0.2930370696293037,0.3181818181818182,0.12603047648470797,1,1,1,1.0503660292823427,0.559115615854094,Low Value / Low Opportunity,Automate / Low-cost,65+,South,True
107544,2025-12-28,45,1115.39,256.96,88.6,1095,297,0.3111111111111111,10,3,24.786444444444445,0.23037681887052955,0.27123287671232876,0.5125166189157015,5,4,4,3.187442995439635,3.3024243335156047,High Value / High Opportunity,Protect & Grow,35-44,Zagreb,False
107545,2025-12-20,45,1518.6100000000001,551.33,96.56,1497,243,0.24444444444444444,10,11,33.74688888888889,0.36304910411494723,0.1623246492985972,0.399675971251255,4,4,5,4.3091447315785265,2.6533587623414863,High Value / High Opportunity,Protect & Grow,25-34,East,True
107546,2025-12-30,20,334.83,89.19,20.21,326,39,0.2,8,1,16.7415,0.2663739808260909,0.1196319018404908,0.30193602790854485,5,2,1,1.3615209216737338,2.204583080955679,Low Value / Low Opportunity,Automate / Low-cost,35-44,South,True
107547,2025-12-29,89,2336.63,557.3,154.21,2290,273,0.23595505617977527,10,2,26.25426966292135,0.23850588240329018,0.11921397379912664,0.4317735289027238,5,5,5,4.056284502760221,2.9604945603607553,High Value / High Opportunity,Protect & Grow,18-24,Central,False
107548,2025-11-28,39,469.97,205.81,58.64,450,87,0.48717948717948717,10,33,12.050512820512822,0.43792156946188054,0.19333333333333333,0.36283832920599646,2,4,2,3.312298983918714,2.51139684156156,High Value / High Opportunity,Protect & Grow,25-34,West,False
107549,2025-12-24,14,387.96,150.35,28.93,379,99,0.35714285714285715,7,7,27.71142857142857,0.3875399525724302,0.2612137203166227,0.43445859835209366,4,1,2,2.017015361228898,2.5181600965522315,Low Value / High Opportunity,Develop,18-24,Zagreb,False
107550,2025-12-05,83,2032.97,627.78,178.73,1989,413,0.3855421686746988,10,26,24.493614457831324,0.30879944121162634,0.20764203117144295,0.47054386934831416,2,5,5,4.462456996559725,2.6120854749752223,High Value / High Opportunity,Protect & Grow,55-64,East,False
107551,2025-12-02,48,1855.1,540.37,116.76,1831,180,0.1875,10,29,38.64791666666667,0.2912888793056978,0.09830693610049153,0.30901656034606656,2,4,5,3.891861348907913,1.845514278940103,High Value / Low Opportunity,Retain Efficiently,45-54,Zagreb,True
107552,2025-12-21,28,873.66,244.96,49.410000000000004,859,126,0.17857142857142858,10,10,31.202142857142857,0.2803836732825127,0.14668218859138532,0.3857093136015953,4,3,4,2.919621569725578,2.5042718696767157,High Value / High Opportunity,Protect & Grow,25-34,North,True
107553,2025-12-30,22,678.29,219.43,87.85,667,179,0.5454545454545454,10,1,30.831363636363633,0.323504695631662,0.2683658170914543,0.48193489887665003,5,2,3,2.4963157052564204,3.5757703358175306,Low Value / High Opportunity,Develop,25-34,Zagreb,False
107554,2025-12-25,20,464.77,162.16,31.93,454,56,0.3,10,6,23.2385,0.3489037588484627,0.12334801762114538,0.437200949214192,4,2,2,2.2551044083526683,2.8595397027372926,Low Value / High Opportunity,Develop,45-54,East,False
107555,2025-09-27,9,174.5,41.6,9.42,171,8,0.2222222222222222,5,95,19.38888888888889,0.23839541547277937,0.04678362573099415,0.2919982547697512,1,1,1,0.7649431954556364,1.1066770477098984,Low Value / Low Opportunity,Automate / Low-cost,65+,East,False
107556,2025-12-18,33,1164.83,336.6,107.27,1150,268,0.42424242424242425,10,13,35.29787878787879,0.288969205806856,0.23304347826086957,0.39663697950477633,3,3,4,3.0699035922873827,2.760112618238895,High Value / High Opportunity,Protect & Grow,25-34,Zagreb,True
107557,2025-10-29,16,333.71,136.27,17.75,326,62,0.125,9,63,20.856875,0.40834856612028414,0.1901840490797546,0.34427660404323357,1,1,1,1.7436714937194975,1.3138229951481597,Low Value / Low Opportunity,Automate / Low-cost,25-34,Central,False
107558,2025-11-05,42,761.96,274.03000000000003,63.5,741,129,0.38095238095238093,10,56,18.14190476190476,0.3596383012231613,0.17408906882591094,0.3566205430029191,1,4,3,3.5587206976558123,2.0959022022350067,High Value / Low Opportunity,Retain Efficiently,55-64,Zagreb,True
107559,2025-12-18,31,777.85,197.43,59.9,759,167,0.3870967741935484,8,13,25.09193548387097,0.25381500289258857,0.22002635046113306,0.5205964180804334,3,3,3,2.4713537082966637,2.580982211902673,Low Value / High Opportunity,Develop,55-64,East,True
107560,2025-12-29,97,2244.52,546.2,276.38,2198,417,0.5154639175257731,10,2,23.13938144329897,0.24334824372248856,0.1897179253867152,0.39132240151735476,5,5,5,4.090187214977198,3.3528706950373786,High Value / High Opportunity,Protect & Grow,65+,West,True
107561,2025-12-29,84,1235.55,404.06,87.94,1193,164,0.23809523809523808,10,2,14.70892857142857,0.3270284488689248,0.1374685666387259,0.3851026151220972,5,5,4,4.241247299783983,2.859062790577243,High Value / High Opportunity,Protect & Grow,25-34,North,False
107562,2025-12-02,21,444.15,134.02,36.44,434,64,0.2857142857142857,8,29,21.15,0.3017449060002252,0.14746543778801843,0.28399374459787824,2,2,2,1.9709416753340268,1.5872742884142719,Low Value / Low Opportunity,Automate / Low-cost,25-34,Central,False
107563,2025-12-10,26,340.26,90.1,30.89,326,49,0.4230769230769231,10,21,13.086923076923076,0.26479750778816197,0.15030674846625766,0.458295997721447,3,2,1,1.4823805904472358,2.8973452892168035,Low Value / High Opportunity,Develop,35-44,West,False
107564,2025-11-14,27,1126.82,405.18,70.87,1112,344,0.3333333333333333,9,47,41.73407407407407,0.35957828224561156,0.30935251798561153,0.2649255906773482,1,3,4,3.407400592047364,1.5060678778479395,High Value / Low Opportunity,Retain Efficiently,25-34,Central,True
107565,2025-12-18,28,187.62,67.25,17.32,171,15,0.4642857142857143,10,13,6.700714285714286,0.3584372668159045,0.08771929824561403,0.4777943981726813,3,3,1,2.372101768141451,2.996308597584669,Low Value / High Opportunity,Develop,55-64,South,False
107566,2025-11-25,47,661.84,248.0,44.27,637,71,0.23404255319148937,10,36,14.081702127659575,0.3747129215520367,0.11145996860282574,0.21583222520728867,2,4,3,3.670699655972478,1.7196012250138633,High Value / Low Opportunity,Retain Efficiently,18-24,Zagreb,True
107567,2025-12-30,27,1040.25,294.39,62.78,1025,134,0.18518518518518517,10,1,38.52777777777778,0.2829992790194665,0.13073170731707318,0.3188214837911303,5,3,4,2.9163413073045845,2.614005071068646,High Value / High Opportunity,Protect & Grow,45-54,North,True
107568,2025-12-10,36,755.0,204.81,76.4,736,132,0.4444444444444444,10,21,20.97222222222222,0.2712715231788079,0.1793478260869565,0.396146508304776,3,3,3,2.6545583646691733,2.7882388964259652,Low Value / High Opportunity,Develop,65+,Central,False
107569,2025-12-27,26,473.64,81.89,42.01,463,29,0.3076923076923077,10,4,18.216923076923077,0.17289502575795965,0.06263498920086392,0.23793142442289486,5,2,2,1.5938215057204577,2.6777220950627227,Low Value / High Opportunity,Develop,65+,East,False
107570,2025-12-27,46,2082.91,634.86,86.92,2060,197,0.13043478260869565,10,4,45.28065217391304,0.30479473429000775,0.09563106796116505,0.25838424258502596,5,4,5,3.9689875190015202,2.41260854533627,High Value / High Opportunity,Protect & Grow,45-54,Zagreb,False
107571,2025-12-23,19,290.19,109.71,20.43,280,8,0.21052631578947367,9,8,15.273157894736842,0.37806264860953165,0.02857142857142857,0.2355531546040937,4,2,1,1.9993719497559803,1.932551802435577,Low Value / Low Opportunity,Automate / Low-cost,65+,Zagreb,False
107572,2025-12-26,30,704.89,273.05,50.99,693,139,0.3333333333333333,10,5,23.496333333333332,0.3873654045312035,0.20057720057720058,0.336112618158264,5,3,3,3.2052424193935516,2.9533991625178273,High Value / High Opportunity,Protect & Grow,18-24,Central,False
107573,2025-09-21,7,409.63,122.02,13.85,407,107,0.2857142857142857,4,101,58.51857142857143,0.2978785733466787,0.2628992628992629,0.43075362503163606,1,1,2,1.4352488199055924,1.5395912879717133,Low Value / Low Opportunity,Automate / Low-cost,35-44,West,False
107574,2025-12-19,43,1190.73,241.83,67.24,1169,44,0.20930232558139536,10,12,27.691395348837208,0.2030939003804389,0.037639007698887936,0.26808214106736383,3,4,4,3.10697655812465,2.040449798600065,High Value / Low Opportunity,Retain Efficiently,18-24,Central,True
107575,2025-10-01,28,515.99,201.81,43.57,500,73,0.35714285714285715,10,91,18.428214285714287,0.39111223085718716,0.146,0.31377336362512787,1,3,2,2.825010000800064,1.9527598097358643,High Value / Low Opportunity,Retain Efficiently,65+,South,True
107576,2025-12-10,32,588.3100000000001,196.59,34.24,573,109,0.28125,10,21,18.384687500000002,0.3341605616086757,0.19022687609075042,0.38771484936899414,3,3,3,3.016667333386671,2.456485141218648,High Value / High Opportunity,Protect & Grow,65+,East,True
107577,2025-12-19,70,2402.32,662.94,182.3,2367,460,0.2714285714285714,10,12,34.31885714285715,0.2759582403676446,0.19433882551753273,0.13805066727103418,3,5,5,4.190555244419554,1.8720889193532664,High Value / Low Opportunity,Retain Efficiently,18-24,West,True
107578,2025-11-23,69,2941.72,750.51,281.71,2905,693,0.4927536231884058,10,38,42.63362318840579,0.25512625266850686,0.2385542168674699,0.33427133024162375,2,5,5,4.0660752860228815,2.4502113411114994,High Value / High Opportunity,Protect & Grow,18-24,Zagreb,True
107579,2025-12-30,80,1004.13,338.31,98.83,965,218,0.4,10,1,12.551625,0.33691852648561443,0.22590673575129533,0.4670290012668431,5,5,4,4.29375150012001,3.3797390667555094,High Value / High Opportunity,Protect & Grow,35-44,South,True
107580,2025-11-28,53,1908.46,597.53,225.56,1888,289,0.49056603773584906,10,33,36.00867924528302,0.3130953753287991,0.1530720338983051,0.21914668694948064,2,4,5,4.096207696615729,2.1903333258987523,High Value / Low Opportunity,Retain Efficiently,25-34,South,False
107581,2025-12-25,96,4689.24,1352.79,325.25,4641,807,0.25,10,6,48.84625,0.28848811321237555,0.17388493859082094,0.017873558721065108,4,5,5,4.344947595807665,1.8071443614307412,High Value / Low Opportunity,Retain Efficiently,55-64,South,False
107582,2025-12-13,77,1455.74,439.1,143.62,1419,197,0.44155844155844154,10,18,18.905714285714286,0.3016335334606455,0.13883016208597604,0.34725611033852766,3,5,5,4.392941435314825,2.6737501421732004,High Value / High Opportunity,Protect & Grow,25-34,South,True
107583,2025-10-20,12,403.87,118.42,45.67,399,29,0.4166666666666667,8,72,33.655833333333334,0.2932131626513482,0.07268170426065163,0.4633907423136663,1,1,2,1.4701516121289704,2.002740979150465,Low Value / Low Opportunity,Automate / Low-cost,55-64,West,True
107584,2025-12-26,50,1165.21,342.34,130.96,1138,241,0.44,10,5,23.3042,0.29380111739514764,0.2117750439367311,0.4001245993008401,5,4,4,3.580154412352988,3.2907015821255863,High Value / High Opportunity,Protect & Grow,35-44,Zagreb,False
107585,2025-12-22,50,1647.48,601.34,135.0,1623,201,0.26,10,9,32.949600000000004,0.365005948478889,0.12384473197781885,0.3080364708342485,4,4,5,4.3682294583566685,2.4808475806187587,High Value / High Opportunity,Protect & Grow,35-44,South,True
107586,2025-12-26,28,1432.58,393.97,178.79,1420,281,0.4642857142857143,10,5,51.16357142857142,0.27500732943360934,0.19788732394366196,0.41158298929873394,5,3,5,3.2353788303064244,3.3473329276182873,High Value / High Opportunity,Protect & Grow,25-34,Zagreb,False
107587,2025-12-25,115,1493.64,504.73,160.76,1434,397,0.45217391304347826,10,6,12.988173913043479,0.3379194451139498,0.27684797768479774,0.44838112379602224,4,5,5,4.712777022161774,3.164827506139258,High Value / High Opportunity,Protect & Grow,65+,West,False
